title;address;averageprice;rating
Crêpe Avenue;4, Rue de Surène 75008 Paris;Prix moyen 16 €;8,9
Doma;10 Rue Notre Dame de Nazareth 75003 Paris;Prix moyen 17 €;8,1
Once Upon A Time;5 Rue Crillon 75004 Paris;Prix moyen 32 €;9,1
Citeaux Sphere;45 Rue de Cîteaux 75012 Paris;Prix moyen 20 €;9,1
Le Royal China;85 Rue Beaubourg 75003 Paris;Prix moyen 13 €;9,1
Yoki Sushi;10, rue de Rochechouart 75009 Paris;Prix moyen 15 €;8,1
Hayashi;20 Cours de Vincennes 75012 Paris;Prix moyen 15 €;8,1
Le Petit Monceau;93, rue de Monceau 75008 Paris;Prix moyen 39 €;9,1
Le Leopold;36, rue Léopold Bellan 75002 Paris;Prix moyen 28 €;9,1
Assanabel;6 Rue Pierre Chausson 75010 Paris;Prix moyen 22 €;9,1
Au Réveil Samaritain;3 Boulevard Saint-Jacques 75014 Paris;Prix moyen 22 €;8,1
Djawa Mathurins;25 Rue des Mathurins 75008 Paris;Prix moyen 16 €;9,1
Nonna Anna;24, rue Surcouf 75007 Paris;Prix moyen 25 €;7,4
Palais des Rajpout;66 Passage Brady 75010 Paris;Prix moyen 13 €;7,4
La Fourchette du Printemps - Nicolas Mouton;30, rue du Printemps 75017 Paris;Prix moyen 62 €;9,1
Bistrot Belhara;23, rue Duvivier 75007 Paris;Prix moyen 38 €;9,1
Niébé;16 Rue de la Grande Chaumière 75006 Paris;Prix moyen 34 €;9,2
La Franche Croquée;12 Rue de Cheroy 75017 Paris;Prix moyen 25 €;9,4
Pages;4 Rue Auguste Vacquerie 75116 Paris;Prix moyen 80 €;9,4
Au Petit Paris;32 Rue Rennequin 75017 Paris;Prix moyen 44 €;9,4
Renoma Café Gallery;45, rue Pierre Charron 75008 Paris;Prix moyen 34 €;8,4
Clos Belle Juliette;92 Rue du Cherche-Midi 75006 Paris;Prix moyen 28 €;8,4
Les Tables d'Augustin;44 Rue Guy Môquet 75017 Paris;Prix moyen 35 €;9,4
Le Sud;91, boulevard Gouvion-Saint-Cyr 75017 Paris;Prix moyen 45 €;8,2
Le Square Marcadet;227 bis, rue Marcadet 75018 Paris;Prix moyen 39 €;8,9
Le Réservoir;16, rue de la Forge Royale 75011 Paris;Prix moyen 40 €;8,2
Ô Comptoir du Sud-Ouest;19 Rue de Miromesnil 75008 Paris;Prix moyen 19 €;8,9
Alix et Mika : French Cut Lovers;37 Rue Lamarck 75018 Paris;Prix moyen 17 €;9,4
Le Progrès;62, rue Legendre 75017 Paris;Prix moyen 22 €;8,9
Comptoir Canailles;47 Rue Rodier 75009 Paris;Prix moyen 25 €;9,4
Le Messager;28 Rue du Général Bertrand 75007 Paris;Prix moyen 22 €;8,4
Auto Passion Café;197, boulevard Brune 75014 Paris;Prix moyen 37 €;8,7
Made in Corsica Friedland;35 Avenue de Friedland 75008 Paris;Prix moyen 20 €;8,1
Le Bar à sushi Izumi;55, boulevard des batignolles 75008 Paris;Prix moyen 30 €;9
Curry Villa;15 Rue Chaligny 75012 Paris;Prix moyen 20 €;8,6
l'Entracte;21 Rue Malte Brun 75020 Paris;Prix moyen 33 €;9,2
Balm;6, rue de Valois 75001 Paris;Prix moyen 42 €;9
Le Temps au Temps;13, rue Paul Bert 75011 Paris;Prix moyen 32 €;8,8
Chez Antoine;97, avenue de Versailles 75016 Paris;Prix moyen 20 €;9,4
N3 Villa Haussmann;132 Boulevard Haussmann 75008 Paris;Prix moyen 35 €;9
Chez Yannick;33 Rue de l'Annonciation 75016 Paris;Prix moyen 17 €;8,4
Le Réveil Matin;32, avenue des Gobelins 75013 Paris;Prix moyen 23 €;8,7
Pietro Montparnasse;67, boulevard Vaugirard 75015 Paris;Prix moyen 31 €;8,3
Abyssinia;5, rue Martin Garat 75020 Paris;Prix moyen 20 €;8,7
Yeeels Paris;24, avenue Georges V 75008 Paris;Prix moyen 60 €;8,3
Le Petit Caillou;210 Rue de Grenelle 75007 Paris;Prix moyen 20 €;8,7
Kakdougui;55, rue du Couedic 75014 Paris;Prix moyen 25 €;8,7
Scoop Café;117, rue des Dames 75017 Paris;Prix moyen 19 €;9
Thaï Time;7, rue Crozatier 75012 Paris;Prix moyen 20 €;8,3
La Fontaine Gaillon;1 Rue de la Michodière 75002 Paris;Prix moyen 70 €;8,7
Colorova;47 Rue de l´Abbé Grégoire 75006 Paris;Prix moyen 25 €;9
Le Potager de Charlotte;"12 Rue de la Tour d&#39;Auvergne 75009 Paris";Prix moyen 25 €;9
Saudade;34 Rue des Bourdonnais 75001 Paris;Prix moyen 35 €;9
Comme Chez Maman;5, Rue des Moines 75017 Paris;Prix moyen 58 €;9
Kiyomizu;4, rue Saint-Philippe du Roule 75008 Paris;Prix moyen 45 €;9
Basilic'o;17 Rue Brillat-Savarin 75013 Paris;Prix moyen 30 €;8,4
Café Harcourt By Dalloyau;6 Rue de Lota 75116 Paris;Prix moyen 15 €;8,7
Floors;2 Rue Poulet 75018 Paris;Prix moyen 25 €;7,8
Kaffeehaus;11, rue Poncelet 75017 Paris;Prix moyen 22 €;9
Le 51;51, boulevard du Montparnasse 75006 Paris;Prix moyen 19 €;8,4
Le Gamin de Paris;139 Boulevard Saint-Michel 75005 Paris;Prix moyen 25 €;8,4
Aname Montmartre, le Bistrot Vietnamien;57, rue Caulaincourt 75018 Paris;Prix moyen 23 €;8,4
Bubune;16, rue Jouffroy d'Abbans 75017 Paris;Prix moyen 40 €;9,2
La Dame de Canton;Port de la Gare 75013 Paris;Prix moyen 38 €;8,7
Gare au Gorille;68, rue des Dames 75017 Paris;Prix moyen 46 €;9,2
Le Perron;6, rue Perronet 75007 Paris;Prix moyen 38 €;8,7
Chai Vous;50 Rue du Rocher 75008 Paris;Prix moyen 25 €;9
Niji Sushi;15, rue des Archives 75004 Paris;Prix moyen 16 €;8,3
Les Vinaigriers;42 Rue des Vinaigriers 75010 Paris;Prix moyen 35 €;9
Le Pretexte;111, rue de Tolbiac 75013 Paris;Prix moyen 25 €;8,5
Bao Shelter;3 Rue Saint-Marc 75002 Paris;Prix moyen 15 €;8,7
Albert;7 Rue Jean-Baptiste Pigalle 75009 Paris;Prix moyen 38 €;9
Paris del Sol;41 Rue de Lappe 75011 Paris;Prix moyen 18 €;7,8
Marcelle;9 Rue Antoine Vollon 75012 Paris;Prix moyen 30 €;9
Auberge Saint Augustin;49, rue de Laborde 75008 Paris;Prix moyen 22 €;8,7
La Table du Bal;33 Rue Blomet 75015 Paris;Prix moyen 30 €;9
Yara;20, boulevard Richard Lenoir 75011 Paris;Prix moyen 23 €;8,7
Luna;69, rue du Rocher 75008 Paris;Prix moyen 86 €;8,8
Jardin de l'Himalaya;206 rue du Faubourg Saint-Antoine 75012 Paris;Prix moyen 15 €;8,1
Le 1818 - Paris XVI;2 rue de Sontay 75116 Paris;Prix moyen 25 €;8,3
Iannello;17 Boulevard Exelmans 75016 Paris;Prix moyen 38 €;9,2
Mastroianni;52 Rue de Bercy 75012 Paris;Prix moyen 27 €;7,1
Le Spontini;11 Rue Spontini 75116 Paris;Prix moyen 60 €;7,1
Café d'Albert 18e;117, rue Ordener 75018 Paris;Prix moyen 23 €;8,3
Equinox;33-35, rue des Rosiers 75004 Paris;Prix moyen 32 €;8,5
Bistrot Dei Fratelli;31 Boulevard Victor 75015 Paris;Prix moyen 23 €;8
Kinnari;8, rue Malar 75007 Paris;Prix moyen 29 €;8,5
Château Kefraya;143, rue du Château 75014 Paris;Prix moyen 27 €;8,5
Mexindiana;5 Rue du Hainaut 75019 Paris;Prix moyen 18 €;8
Hokkaido;24, rue de Saint Quentin 75010 Paris;Prix moyen 15 €;8,5
Dizengoff;98 Rue de Saussure 75017 Paris;Prix moyen 15 €;8
Tra Amici;110, rue Léon-Maurice Nordmann 75013 Paris;Prix moyen 20 €;8
Thai Basilic;185 Boulevard Macdonald 75019 Paris;Prix moyen 20 €;8,5
Le Mauritius;3, rue Ernest Cresson 75014 Paris;Prix moyen 19 €;8
La Bourse et la Vie;12 Rue Vivienne 75002 Paris;Prix moyen 55 €;9
Portobello;36 Rue Ordener 75018 Paris;Prix moyen 26 €;8
Yoom Martyrs;20, rue des Martyrs 75009 Paris;Prix moyen 25 €;9
Aarapana;6 Rue du Petit Pont 75005 Paris;Prix moyen 25 €;7,7
Sunny;105 Rue Mouffetard 75005 Paris;Prix moyen 20 €;8,5
Mae Nam Choaphraya;6 rue de Poissy 75005 Paris;Prix moyen 35 €;8,5
La Cantine du Vin en Bouche;2 ter Rue Dupin 75006 Paris;Prix moyen 20 €;8,5
Crêperie Bretonne Fleurie;67 Rue de Charonne 75011 Paris;Prix moyen 20 €;8,5
Le Montebello;1 Quai de Montebello 75005 Paris;Prix moyen 19 €;7
Le P'tit Barcelone;10 Rue de la Boule Rouge, Paris, France 75009 Paris;Prix moyen 20 €;8,5
Dalloyau Luxembourg;2 Place Edmond Rostand 75006 Paris;Prix moyen 30 €;8,5
Le Vin Qui Danse ! (Gobelins);69, rue Broca 75013 Paris;Prix moyen 20 €;8,8
A la Cloche d'Or;3, rue Mansart 75009 Paris;Prix moyen 30 €;9
La Ravigote;41, rue de Montreuil 75011 Paris;Prix moyen 35 €;8,9
L' Aubrac;1 Boulevard Diderot 75012 Paris;Prix moyen 18 €;7
Resto des dames;25, rue Des Dames 75017 Paris;Prix moyen 17 €;7,7
Délices Asia Pho 57;57 Rue de Gergovie 75014 Paris;Prix moyen 20 €;7,7
Le Monaco Brasserie;15, rue Châteaudun 75009 Paris;Prix moyen 30 €;
Les Petits Ruisseaux;27 Rue des Boulets 75011 Paris;Prix moyen 20 €;9,5
Romantica Caffé - Madeleine;7, rue du Chevalier Saint-Georges 75008 Paris;Prix moyen 33 €;8,4
Restaurant Pezzo;52, boulevard de Charonne 75020 Paris;Prix moyen 19 €;7,9
La Medina;17 Rue Daguerre 75014 Paris;Prix moyen 20 €;7,7
Comptoir des Frangins;97 Rue Montmartre 75002 Paris;Prix moyen 25 €;8,5
Via del Gusto;344, rue de Vaugirard 75015 Paris;Prix moyen 16 €;9
Le Bistrot d'à côté Flaubert;10, rue Gustave Flaubert 75017 Paris;Prix moyen 55 €;8,8
L'Himalaya;22, rue de la Gaïté 75014 Paris;Prix moyen 23 €;8
Le Mont Liban;42, boulevard des Batignolles 75017 Paris;Prix moyen 22 €;8,4
Okinawa Sushi;5 Rue Rougemont 75009 Paris;Prix moyen 30 €;8,5
Le Petit Bistrot;89 Rue Mouffetard 75005 Paris;Prix moyen 25 €;8,5
Samrana;47, bis Rue d'Orsel 75018 Paris;Prix moyen 14 €;8,5
Les Cyclades;88, rue Saint Martin 75004 Paris;Prix moyen 16 €;8
Chez Wang;15 Rue Léon Frot 75011 Paris;Prix moyen 30 €;9,5
Chez Hashana;39 Rue Claude Decaen 75012 Paris;Prix moyen 18 €;7,7
Wako;2 Rue Mademoiselle 75015 Paris;Prix moyen 15 €;8
La Dolce Vita;17 Rue Xavier Privas 75005 Paris;Prix moyen 18 €;8
Made in Corsica Exelmans;26 Boulevard Exelmans 75016 Paris;Prix moyen 20 €;7,7
Au Trou Gascon - Alain Dutournier;40 Rue Taine 75012 Paris;Prix moyen 57 €;8,7
L'Affriolé;17 Rue Malar 75007 Paris;Prix moyen 39 €;9
Le Comptoir Baulois;34, rue Godot de Mauroy 75009 Paris;Prix moyen 30 €;9
Jones;43 Rue Godefroy Cavaignac 75011 Paris;Prix moyen 40 €;9,3
La Terrasse Mirabeau;5, Place de Barcelone 75016 Paris;Prix moyen 33 €;8,9
Le Bélisaire;2 rue Marmontel 75015 Paris;Prix moyen 33 €;9,1
C'est Mon Plaisir;53, rue Didot 75014 Paris;Prix moyen 34 €;8,6
Le M64 - Hôtel Intercontinental Paris;64, avenue Marceau 75008 Paris;Prix moyen 57 €;8,7
Dersou;21, rue Saint Nicolas 75012 Paris;Prix moyen 90 €;9,4
Bistro Volnay;8 Rue Volney 75002 Paris;Prix moyen 60 €;9,2
Flesh- Canal Saint-Martin;23 Rue Louis Blanc 75010 Paris;Prix moyen 30 €;9,2
La Table d'Aligre;11 Place d'Aligre 75012 Paris;Prix moyen 35 €;9,2
Morabeza;61 Rue de l'Amiral Mouchez 75013 Paris;Prix moyen 25 €;9,2
Au Petit Parisien;358 Rue de Vaugirard 75015 Paris;Prix moyen 17 €;8,3
Else;49 Rue Berger 75001 Paris;Prix moyen 46 €;8
Yokohama;6 Rue Joubert 75009 Paris;Prix moyen 18 €;8,3
La Vie d'Ange;41 Boulevard Saint-Jacques 75014 Paris;Prix moyen 39 €;9,2
La Pause Beaubourg;77 Rue de la Verrerie 75004 Paris;Prix moyen 20 €;8,3
Chez Monsieur (Royal Madeleine);11 rue du Chevalier de Saint Georges 75008 Paris;Prix moyen 63 €;9,2
Café Fusain;50, avenue Parmentier 75011 Paris;Prix moyen 25 €;8,3
Eels;27 Rue d´Hauteville 75010 Paris;Prix moyen 50 €;9,2
Tripletta;88 Boulevard de Belleville 75020 Paris;Prix moyen 25 €;9,2
Les Grands Enfants;160 boulevard de Charonne 75020 Paris;Prix moyen 32 €;9,2
Tierny & Co;137, avenue de Versailles 75016 Paris;Prix moyen 30 €;9,2
Haweli;9, rue de Mazagran 75010 Paris;Prix moyen 19 €;8,3
Soon Grill;78 Rue des Tournelles, Paris, France 75003 Paris;Prix moyen 40 €;9,2
Auberge Flora - Flora Mikula;44, boulevard Richard Lenoir 75011 Paris;Prix moyen 45 €;8,3
AG Les Halles;14 Rue Mondétour 75001 Paris;Prix moyen 42 €;9,2
Les Trois Marmites;8 Rue Julien Lacroix 75020 Paris;Prix moyen 16 €;8,7
Le Cochon à l'Oreille;15 Rue Montmartre 75001 Paris;Prix moyen 30 €;9,2
Le Grand Bistro Muette;10 Chaussée de la Muette 75116 Paris;Prix moyen 39 €;8,7
Café Livres;10 Rue Saint-Martin 75004 Paris;Prix moyen 22 €;8,3
Vava;42 Rue Véron 75018 Paris;Prix moyen 50 €;9,2
Tous;6 Rue Lamartine 75009 Paris;Prix moyen 35 €;9,2
Au Pied de Cochon;6, rue Coquillière 75001 Paris;Prix moyen 49 €;8,7
Chez Maxence;52, rue Legendre 75017 Paris;Prix moyen 21 €;9,2
Café Rey;1 Rue du Faubourg Saint-Antoine 75011 Paris;Prix moyen 20 €;8,3
Jaipur Palace;5, rue Mandar 75002 Paris;Prix moyen 22 €;8,2
La Table du Palais Royal;8, rue de Beaujolais 75001 Paris;Prix moyen 46 €;7,7
Chez Sun;10, rue Chabanais 75002 Paris;Prix moyen 17 €;8,2
La Table du VII Restaurant & Bar à Vin;2 rue Edouard VII 75009 Paris;Prix moyen 30 €;8,3
An Com;14 bis rue Blondel 75002 Paris;Prix moyen 17 €;9,2
Chez Delphine;48 Rue Saint-Georges 75009 Paris;Prix moyen 40 €;9,2
Le Bistrot de la Gaité;7, rue Papin 75003 Paris;Prix moyen 20 €;8
O'Ginkgo;17 Rue de Castellane 75008 Paris;Prix moyen 17 €;8,3
Le Paris XVII;41 Rue Guersant 75017 Paris;Prix moyen 26 €;9,2
Noham Café;3 Avenue Mac-Mahon 75017 Paris;Prix moyen 22 €;8,4
La Cerisaie;70 Boulevard Edgar Quinet 75014 Paris;Prix moyen 35 €;9,2
Les Saveurs d'Abyssinie;1 Rue de l'Arbalète 75005 Paris;Prix moyen 22 €;9,2
Crêperie Parisienne;77 Rue Cambronne 75015 Paris;Prix moyen 16 €;9,1
Chào Bà;14 Rue Coypel 75013 Paris;Prix moyen 18 €;9,2
Le Nilaja;17, rue de la Forge Royale 75011 Paris;Prix moyen 27 €;8,3
L'Arbre Jaune;96 Rue Jean-Pierre Timbaud 75011 Paris;Prix moyen 27 €;9,2
La Marinara;46 Rue Dauphine 75006 Paris;Prix moyen 25 €;9
Le Negus;52 Rue de Montreuil 75011 Paris;Prix moyen 30 €;9
Lou Bistrot;4 Rue du Débarcadère 75017 Paris;Prix moyen 28 €;8,8
Maison;20 Rue du Faubourg Saint-Martin 75010 Paris;Prix moyen 20 €;9
Futake;1 Rue des Gâtines 75020 Paris;Prix moyen 18 €;9
Sterne;36 Rue la Condamine 75017 Paris;Prix moyen 42 €;9
Crêperie L'Arthème;22, rue Raymond Losserand 75014 Paris;Prix moyen 22 €;8,6
La Villa Eva;5 Boulevard Victor 75015 Paris;Prix moyen 22 €;7,6
Pancake Sisters Voltaire;8 Rue Popincourt 75011 Paris;Prix moyen 20 €;8,8
Le Bistrot de Louise;16 Rue de Tocqueville 75017 Paris;Prix moyen 35 €;9
Studio 5 Bar & Burger;92, boulevard Saint Germain 75005 Paris;Prix moyen 20 €;8,3
IL PARADISO;30, rue Legendre 75017 Paris;Prix moyen 26 €;9
Nakano;60 Rue de Bagnolet 75020 Paris;Prix moyen 20 €;7,9
Le Sâotico;96 Rue de Richelieu 75002 Paris;Prix moyen 30 €;8,8
Au Coin des Gourmets;38, rue du Mont Thabor 75001 Paris;Prix moyen 23 €;8,8
Le Toucan;226, rue de Vaugirard 75015 Paris;Prix moyen 27 €;9
Beckett;8 Rue Godot de Mauroy 75009 Paris;Prix moyen 20 €;9
Pi'Hour Batignolles;16 Rue Jacquemont 75017 Paris;Prix moyen 15 €;9
Jaja;3 Rue Sainte-Croix de la Bretonnerie 75004 Paris;Prix moyen 40 €;8,8
Quartier Rouge;52 Rue de Bagnolet 75020 Paris;Prix moyen 23 €;9
Le Coupe Gorge Paris;2, rue de la Coutellerie 75004 Paris;Prix moyen 25 €;9
Le Progrès;7 Rue des Trois Frères 75018 Paris;Prix moyen 25 €;9
Les Saveurs du Maroc;51, rue Rouelle 75015 Paris;Prix moyen 21 €;9
Nous Valmy;53 Quai de Valmy 75010 Paris;Prix moyen 20 €;9
Lucette Fait Des Crêpes;4 Rue de Milan 75009 Paris;Prix moyen 18 €;9
Chez Madame;3 Square Paul Paray 75017 Paris;Prix moyen 16 €;9
Les 5;136, rue Mouffetard 75005 Paris;Prix moyen 22 €;8,8
La Taverne du Nil;16 Rue le Regrattier 75004 Paris;Prix moyen 20 €;7,9
La Tavola Calda;39 Rue des Bourdonnais 75001 Paris;Prix moyen 15 €;8,8
Tashi Tagyé;24, rue Richer 75009 Paris;Prix moyen 26 €;9
Le Monte Cristo;42 boulevard Gouvion-Saint-Cyr 75017 Paris;Prix moyen 29 €;7,6
Bar la Tamise;4 Rue d'Alger 75001 Paris;Prix moyen 25 €;9
Osaka;27 Boulevard Victor 75015 Paris;Prix moyen 17 €;7,9
Grazie Italia - Champs Élysée;41 Rue du Colisée 75008 Paris;Prix moyen 25 €;8,5
Comptoir Principal;29 Boulevard de Grenelle 75015 Paris;Prix moyen 26 €;9
Suan Thai II;1 Rue de Bretagne 75003 Paris;Prix moyen 30 €;9
Avli;14 Boulevard de Bonne Nouvelle 75010 Paris;Prix moyen 30 €;9
Vallée du Kashmir;10, rue d'Odessa 75014 Paris;Prix moyen 19 €;7,6
Ella;14 Rue du Faubourg Saint-Denis 75010 Paris;Prix moyen 20 €;9
Automne;11 Rue Richard Lenoir 75011 Paris;Prix moyen 45 €;9
Le Trésor;9 Rue du Trésor 75004 Paris;Prix moyen 25 €;8,8
Les Saveurs d'Atika;14 Rue des Tournelles 75004 Paris;Prix moyen 25 €;9
Mezze de Beyrouth;38 Rue de l'Ouest 75014 Paris;Prix moyen 20 €;9,3
Shogun;4 Rue de Bercy 75012 Paris;Prix moyen 19 €;
Pho 15;6 Rue d'Alleray 75015 Paris;Prix moyen 15 €;8,8
La Table des Arts;54 Rue Saint-André des Arts 75006 Paris;Prix moyen 28 €;9
Le Mouffetard;116 Rue Mouffetard 75005 Paris;Prix moyen 28 €;9
Café Michel Angelo;87, bd Hausmann 75008 Paris;Prix moyen 29 €;7,6
Crêperie Pizzeria Saint Cyrille;1 Rue Desnouettes 75015 Paris;Prix moyen 15 €;7,9
Kashmir House;36, rue de Chabrol 75010 Paris;Prix moyen 16 €;9
Nomos;15 Rue André del Sarte 75018 Paris;Prix moyen 72 €;8,8
Makoto Aoki;19 rue Jean Mermoz 75008 Paris;Prix moyen 38 €;9
Auberge d'Asie;19 Avenue de la République 75011 Paris;Prix moyen 18 €;
La Bibliothèque;12 Boulevard Haussmann 75009 Paris;Prix moyen 23 €;9
Alizée;5 Rue du Pot de Fer 75005 Paris;Prix moyen 15 €;9
Bistrot Mee;5 Rue d'Argenteuil, Paris, France 75001 Paris;Prix moyen 18 €;9
Chez Marie Louise;11 Rue Marie et Louise 75010 Paris;Prix moyen 36 €;9
Le Cochon Gaulois;185 Rue Marcadet 75018 Paris;Prix moyen 30 €;9
Pasta Oro;144, avenue de Versailles 75016 Paris;Prix moyen 34 €;9
Yokorama - Les Jardins du Luxembourg;58 Rue Monsieur le Prince 75006 Paris;Prix moyen 15 €;7,9
Le Stube;31 Rue de Richelieu 75001 Paris;Prix moyen 20 €;9
Les Favorites;125 Rue Cambronne 75015 Paris;Prix moyen 25 €;9
Bel-Ami;128 Boulevard de Clichy 75018 Paris;Prix moyen 25 €;9
Le Forty One;41 Rue Poussin 75016 Paris;Prix moyen 20 €;9
Bellota-Bellota® Champs Elysees;11 Rue Clément Marot 75008 Paris;Prix moyen 40 €;9
Miyako;"121 Rue de l&#39;Université 75007 Paris";Prix moyen 30 €;9
Harper's;31 Rue Legendre 75017 Paris;Prix moyen 19 €;9
Le Fumoir;"6 Rue de l&#39;Amiral de Coligny 75001 Paris";Prix moyen 40 €;9
L'Auberge Rouge;15 Rue de la Terrasse 75017 Paris;Prix moyen 20 €;7,9
Chez Papa 20;85 Avenue Gambetta 75020 Paris;Prix moyen 20 €;7,9
VINGT VINS D'ART;16, rue de Jouy 75004 Paris;Prix moyen 30 €;8,8
La Ferme Saint Simon;6 Rue de Saint-Simon, 75007 Paris, France 75007 Paris;Prix moyen 60 €;9
Le Dalí - Hôtel le Meurice - Alain Ducasse;228, rue de Rivoli 75001 Paris;Prix moyen 276 €;9
Restaurant Astier;44, rue J. P. Timbaud 75011 Paris;Prix moyen 35 €;8,9
Le Pergolèse - Stéphane Gaborieau;40, rue Pergolèse 75116 Paris;Prix moyen 85 €;8,9
Indonésia;12, rue de Vaugirard 75006 Paris;Prix moyen 25 €;8,7
Les Frangins;3 Rue des Gobelins, Paris, France 75013 Paris;Prix moyen 23 €;8,8
Strobi;12, rue Biot 75017 Paris;Prix moyen 25 €;9,1
L'Ebauchoir;43-45, rue de Citeaux 75012 Paris;Prix moyen 31 €;9,1
Casa de Espana;72 Avenue Ledru-Rollin 75012 Paris;Prix moyen 25 €;8,2
Brutos;5 Rue du Général Renault 75011 Paris;Prix moyen 55 €;9,3
Le Petit Prince de Paris;12, rue Lanneau 75005 Paris;Prix moyen 35 €;8,8
L'Esquisse;151 Rue Marcadet 75018 Paris;Prix moyen 40 €;9,3
La Bulle;48 rue Louis Blanc 75010 Paris;Prix moyen 36 €;8,9
Quinsou;33 Rue de l'Abbé Grégoire 75006 Paris;Prix moyen 60 €;9,3
Petrus;12, place du Maréchal Juin 75017 Paris;Prix moyen 75 €;9,1
Wally Le Saharien;36, rue Rodier 75009 Paris;Prix moyen 40 €;8,9
Loubnane;29, rue Galande 75005 Paris;Prix moyen 24 €;9,3
Via Mela;8, rue Lamartine 75009 Paris;Prix moyen 37 €;9,1
L'Opéra Restaurant;Palais Garnier 75009 Paris;Prix moyen 40 €;8,5
Clara Club Paris;8bis Rue Sedaine 75011 Paris;Prix moyen 22 €;8,5
Café Quartier;55 Rue de Charonne 75011 Paris;Prix moyen 25 €;8,2
Cappuccino;33, rue de Tlemcen 75020 Paris;Prix moyen 17 €;8,3
Les Montparnos;65 Boulevard Pasteur 75015 Paris;Prix moyen 25 €;8,2
Restaurant du Marché;59 Rue de Dantzig 75015 Paris;Prix moyen 24 €;8,6
BBQ Cadet;20 Rue Lamartine 75009 Paris;Prix moyen 22 €;8,2
El Mercado, French-Mex Cuisine;17, rue du Colisée 75008 Paris;Prix moyen 15 €;8,2
Le Agra;7, rue Lekain 75016 Paris;Prix moyen 30 €;8,2
Le Kibélé;12, rue de l'Echiquier 75010 Paris;Prix moyen 22 €;8,6
Di Felice;157 Rue De Grenelle 75007 Paris;Prix moyen 34 €;8,6
Zébulon;10 Rue de Richelieu 75001 Paris;Prix moyen 60 €;9,1
Café Canaille;50, boulevard du Temple 75011 Paris;Prix moyen 19 €;8,2
Thaïsil;3, rue du Nil 75002 Paris;Prix moyen 32 €;8,6
Rani Mahal;9, rue Saint Augustin 75002 Paris;Prix moyen 26 €;8,2
Le Dauphin;131 Avenue Parmentier 75011 Paris;Prix moyen 45 €;9,1
Les Fondus de la Raclette Montparnasse;209 Boulevard Raspail 75014 Paris;Prix moyen 23 €;8,2
Tandoor Indien;42 Rue Descartes 75005 Paris;Prix moyen 15 €;8,5
Brasserie Réjane;16 Avenue de l'Opéra 75001 Paris;Prix moyen 35 €;8,6
La Maison du Poulet;280 Rue de Charenton 75012 Paris;Prix moyen 30 €;8,2
L'Arbre de Sel;138, rue de Vaugirard 75015 Paris;;8,6
Bornéo à Paris;32 Boulevard de Vaugirard 75015 Paris;Prix moyen 20 €;8,6
Les As Os;43 Rue Desnouettes 75015 Paris;Prix moyen 28 €;9,1
Sushi Arts Studio;35 Rue Copernic 75116 Paris;Prix moyen 20 €;8,6
Pizzeria Giuliano;112 Rue Damrémont, Paris, France 75018 Paris;Prix moyen 20 €;8,2
Pho & Co;9, rue de la Verrerie 75004 Paris;Prix moyen 15 €;8,2
Au Trinquet;8, quai Saint Exupéry 75016 Paris;Prix moyen 25 €;8,6
Dr Feelgood les Halles;37 Rue Quincampoix 75004 Paris;Prix moyen 25 €;8,6
L'Epoque;81, rue du Cardinal Lemoine 75005 Paris;Prix moyen 25 €;8,8
Apsara Celeste;41 Avenue de Choisy 75013 Paris;Prix moyen 15 €;9,4
Laterrasse;145 Boulevard Saint-Michel 75005 Paris;Prix moyen 25 €;8,4
RCafé - New Hotel Roblin;6 Rue Chauveau Lagarde 75008 Paris;Prix moyen 35 €;8,2
Oky Sushi;356 Rue des Pyrénées 75020 Paris;Prix moyen 21 €;7,5
Kazuki;66 Avenue des Gobelins 75013 Paris;Prix moyen 15 €;
Le Central;122 Rue de Tolbiac, Paris, France 75013 Paris;Prix moyen 18 €;8,3
"le Relais du 15ème ""Iran Cera""";78, avenue Émile Zola 75015 Paris;Prix moyen 22 €;8,4
Aperitivo;45 Rue de la Convention 75015 Paris;Prix moyen 25 €;8,4
Sushi Lounge;26 Rue de la Pépinière 75008 Paris;Prix moyen 18 €;7,5
Bus Palladium;6 Rue Pierre Fontaine 75009 Paris;Prix moyen 35 €;8,7
Les Crêpes de Louis-Marie;1 Rue de l'Arbalète 75005 Paris;Prix moyen 17 €;
Osaka;"6 Rue d&#39;Austerlitz 75012 Paris";Prix moyen 15 €;
Bistrot Italia;5 Boulevard de Picpus 75012 Paris;Prix moyen 17 €;8,4
Gallo Romano;44, rue Galande 75005 Paris;Prix moyen 30 €;7,8
Les Deux Chauves;8 Rue Durantin 75018 Paris;Prix moyen 20 €;9,4
La Citrouille;10 Rue Grégoire de Tours 75006 Paris;Prix moyen 25 €;7,8
No Problemo;14 Rue Charles Nodier 75018 Paris;Prix moyen 23 €;
Le Béguin;2 Rue du Cardinal Mercier 75009 Paris;Prix moyen 25 €;8,4
Amarena;90 Rue Mouffetard 75005 Paris;Prix moyen 25 €;8,4
La Cantine des Tontons;36 Rue de Dantzig 75015 Paris;Prix moyen 26 €;8,4
