title;address;averageprice;rating
Le Frou Frou;45 Quai des Grands Augustins 75006 Paris;Prix moyen 35 €;8,8
Restaurant 58 Tour Eiffel;Tour Eiffel - 1er étage 75007 Paris;Prix moyen 75 €;8,3
KALINKA cuisine RUSSE et UKRAINIENNE;17, rue de Trévise 75009 Paris;Prix moyen 25 €;8,4
Akash;9 rue Nicolas Flamel 75004 Paris;Prix moyen 22 €;8,4
Sapori;56 Avenue Daumesnil 75012 Paris;Prix moyen 19 €;8,4
Au Cochon de Lait;23 Avenue Corentin Cariou 75019 Paris;Prix moyen 20 €;
Chopsticks;16 Rue des 3 Bornes 75011 Paris;Prix moyen 17 €;
Le 17;17 Rue d'Austerlitz 75012 Paris;Prix moyen 22 €;8,9
Un Jour Toujours;161 Avenue de Choisy 75013 Paris;Prix moyen 15 €;
Hortense;1-3-5, rue Paul Cezanne 75008 Paris;Prix moyen 29 €;8,3
Al Bacio-bourdonnais;31 Avenue de la Bourdonnais 75007 Paris;Prix moyen 20 €;8,6
La Violette;11 Avenue Corentin Cariou 75019 Paris;Prix moyen 35 €;8,4
Jardin du Kashmir;60, rue Legendre 75017 Paris;Prix moyen 19 €;9
Oggi Pizze;15 Rue d'Odessa 75014 Paris;Prix moyen 20 €;8,4
Comptoir Moderne;26 Rue de la Croix Nivert 75015 Paris;Prix moyen 23 €;
The Lions;153 Rue du Chevaleret 75013 Paris;Prix moyen 20 €;
L'écumoir;64 Rue Saint-Sabin, Paris, France 75011 Paris;Prix moyen 30 €;7,9
Le Palace;3 Rue Blaise-Desgoffe 75006 Paris;Prix moyen 20 €;
La Brasserie du Pied de Fouet;3 Rue de Birague 75004 Paris;Prix moyen 20 €;8,4
Nomad's;12, rue du Marché Saint Honoré 75001 Paris;Prix moyen 45 €;8,3
Café Pélican;61 Rue d'Hauteville 75010 Paris;Prix moyen 25 €;7,5
Bai Thong;47,rue de Charenton 75012 Paris;Prix moyen 25 €;8
Makassar - Hôtel Renaissance Arc de Triomphe;39, avenue de Wagram 75017 Paris;Prix moyen 45 €;8,5
La Villa Sophia;53 Rue de Chaillot 75116 Paris;Prix moyen 24 €;8
Brasserie du Théâtre;59 Rue de Clichy 75009 Paris;Prix moyen 25 €;8
Quindici;7 Rue Linois 75015 Paris;;8
El Rincon Español;143 Rue Amelot 75011 Paris;Prix moyen 25 €;8
Cap Bourbon;1, rue Louis le Grand 75002 Paris;Prix moyen 23 €;8
Pari'S Café;174, avenue de Clichy 75017 Paris;Prix moyen 22 €;
Le P'tit Cou de la Girafe;3 Rue Froment 75011 Paris;Prix moyen 35 €;8
Sushi Club;10 bis, rue Geoffrey Marie 75009 Paris;Prix moyen 23 €;8,7
Chez Clément Café Rôtisseur Champs Elysées;123 Av. des Champs-Élysées 75008 Paris;Prix moyen 29 €;
DERYA;24 Rue du Faubourg Saint-Denis 75010 Paris;Prix moyen 25 €;
Rim Café;38 Rue Saint-Séverin 75005 Paris;Prix moyen 19 €;8
La Bocca;179 Boulevard Brune 75014 Paris;Prix moyen 23 €;8
Le Globe Diderot;118 Boulevard Diderot 75012 Paris;Prix moyen 20 €;8
Café St Victor;11 Rue Monge 75005 Paris;Prix moyen 18 €;8
Au Comptoir du temps;35, avenue Corentin Cariou 75019 Paris;Prix moyen 25 €;8
Bistrot de l'Arcade - Ô Zincontournables;58, rue de l'Arcade 75008 Paris;Prix moyen 22 €;8
Crêperie de Quiberon;53 Rue du Montparnasse 75014 Paris;Prix moyen 20 €;8,8
Ginza;24, rue Traversiere 75012 Paris;Prix moyen 19 €;8
C'Roll Sushi;156, rue Saint Martin 75003 Paris;Prix moyen 15 €;8,7
Coté Sushi;61 Avenue du Général Leclerc 75014 Paris;Prix moyen 18 €;8
La Place;5 Place du Maréchal Juin 75017 Paris;Prix moyen 16 €;8
La Scuderia del Mulino;106, boulevard de Clichy 75018 Paris;Prix moyen 26 €;8,4
Baguett's Cafe;33 Rue de Richelieu 75001 Paris;Prix moyen 15 €;8
Caffé Toscano;34, rue des Saints-Pères 75006 Paris;Prix moyen 28 €;8
Au Vieux Paris d'Arcole;24, rue Chanoinesse 75004 Paris;Prix moyen 44 €;8
Café du Commerce;39 Rue des cinq Diamants 75013 Paris;Prix moyen 30 €;8,7
À la Pivoine Chinoise;47 Rue de Berri 75008 Paris;Prix moyen 20 €;8
Le 38;38 Rue du Dr Blanche 75016 Paris;Prix moyen 16 €;8,7
Devant Vous;80, rue Richelieu 75002 Paris;Prix moyen 47 €;7,9
Tandem;10, rue de la Butte aux Cailles 75013 Paris;Prix moyen 24 €;8
PlayOff Wagram;58, avenue de Wagram 75017 Paris;Prix moyen 25 €;8
Gadeun;11 Place du Commerce 75015 Paris;Prix moyen 27 €;8,7
Café Rubis;165 Avenue du Maine 75014 Paris;Prix moyen 22 €;8
Les Bigoudènes à Paris;36 Rue des Moines 75017 Paris;Prix moyen 15 €;8
Le Café du Passage;12 Rue de Charonne 75011 Paris;Prix moyen 25 €;8
Ratn;9, rue de la Trémoille 75008 Paris;Prix moyen 45 €;7,4
Aux Cent Kilos;46 Rue des Morillons 75015 Paris;Prix moyen 30 €;7,4
Au Grand Turenne;27 Boulevard du Temple 75003 Paris;Prix moyen 30 €;7,4
SUN;14, boulevard Sébastopol 75004 Paris;Prix moyen 24 €;7,3
L'Horloge;212, avenue Jean Jaurès 75019 Paris;Prix moyen 28 €;7,3
Tan Dinh;60, rue de Verneuil 75007 Paris;Prix moyen 36 €;8,5
Loiseau rive Droite;41, rue Boissy d'Anglas 75008 Paris;Prix moyen 70 €;8,5
Le Grand Colbert;2, Rue Vivienne 75002 Paris;Prix moyen 53 €;8,5
The Ice Kube Bar;1 Passage Ruelle 75018 Paris;Prix moyen 25 €;8,5
Le Gourbi Palace;48 Rue Albert Thomas 75010 Paris;Prix moyen 30 €;7,2
Le Gourbi;54 Rue des Plantes 75014 Paris;Prix moyen 30 €;8,7
Le Zeyer;62, Rue d'Alesia 75014 Paris;Prix moyen 31 €;8,3
La Cantine d'Augustin;97 Boulevard Haussmann 75008 Paris;Prix moyen 35 €;8,3
L'Aigle Royal;4 Rue Dancourt 75018 Paris;Prix moyen 20 €;8,4
Kapunka Montparnasse;32 Rue Delambre 75014 Paris;Prix moyen 20 €;8,7
Au Rocher de Cancale;78 Rue Montorgueil 75002 Paris;Prix moyen 25 €;8,3
Le 1 Cinq;172 Rue de Vaugirard 75015 Paris;Prix moyen 25 €;8,2
Le Père Fouettard;9, rue Pierre Lescot 75001 Paris;Prix moyen 34 €;7,8
COQ Hotel Paris;15 Rue Edouard Manet 75013 Paris;Prix moyen 15 €;8,3
Da Aldo;8 Rue Saint-Ferdinand 75017 Paris;Prix moyen 25 €;8,3
Comme à la Maison;12 Rue Vignon 75009 Paris;Prix moyen 20 €;8,3
Vin et Marée Maine-Montparnasse;108, Avenue du Maine 75014 Paris;Prix moyen 38 €;8,5
Le Swann;271, avenue Daumesnil 75012 Paris;Prix moyen 43 €;8,5
La Table du Vietnam;6, avenue Bosquet 75007 Paris;Prix moyen 41 €;8,6
Le Wok de Saint-Germain;45 Rue Dauphine 75006 Paris;Prix moyen 22 €;8,3
Montreux Jazz Café Paris;Place Louis Armand 75012 Paris;Prix moyen 27 €;7,1
Otis Caribbean Food;61 Rue Rodier 75009 Paris;Prix moyen 35 €;7,9
Les Tanneurs;22 Rue de la Butte aux Cailles 75013 Paris;Prix moyen 30 €;7,9
La Pizzetta;22 Avenue Trudaine 75009 Paris;Prix moyen 29 €;7,9
Tribar;20, rue de Lappe 75011 Paris;Prix moyen 30 €;
Le Marché;2 Place du Marché Sainte-Catherine 75004 Paris;Prix moyen 25 €;7,9
Le Bistrot Gourmand du Haut Marais;5, rue de la Corderie 75003 Paris;Prix moyen 25 €;
Le Village;8 Rue Versigny 75018 Paris;Prix moyen 18 €;7,9
Kyo Marais;9, rue de la Verrerie 75004 Paris;Prix moyen 13 €;8,5
La Consigne;71 Boulevard du Montparnasse 75006 Paris;Prix moyen 20 €;7,9
Wasabi;89, rue Croix Nivert 75015 Paris;Prix moyen 15 €;
Le Pavillon Paris;43 Boulevard Poniatowski 75012 Paris;Prix moyen 35 €;
Wine by One;9 Rue des Capucines 75001 Paris;Prix moyen 15 €;7,9
Le Petit Jacob;40, rue Jacob 75006 Paris;Prix moyen 23 €;7,8
L'Insouciant;77 Rue Brancion 75015 Paris;Prix moyen 45 €;
Waza Sushi;9 Rue de Bretagne 75003 Paris;Prix moyen 17 €;7,9
Le Mimosa;27 Rue du Pont Neuf 75001 Paris;Prix moyen 25 €;7,9
La Ferme;5, rue des Petites Écuries 75010 Paris;Prix moyen 15 €;7,9
Le Franc-Tireur;3 Place Tristan Bernard 75017 Paris;Prix moyen 25 €;7,9
Dr. Auguste;9 Place Auguste Métivier 75020 Paris;Prix moyen 14 €;7,9
Nubé - Hôtel Marignan Champs-Elysées;12 Rue de Marignan 75008 Paris;Prix moyen 45 €;8,6
Le Café Canon;80 Avenue d'Italie, Paris, France 75013 Paris;Prix moyen 20 €;7,9
Inoveat - Restaurant aux insectes;5 Rue Marie Stuart 75002 Paris;Prix moyen 45 €;
Dragons Elysées;11, rue de Berri 75008 Paris;Prix moyen 35 €;7,8
Bistrot du Commerce;12 Rue Coquillière 75001 Paris;Prix moyen 20 €;7,9
New world;15, avenue de Choisy 75013 Paris;Prix moyen 25 €;7,9
Le Village Monge;96 rue Monge 75005 Paris;Prix moyen 21 €;
Chez Jad;7 Rue d'Aubervilliers 75018 Paris;Prix moyen 15 €;
Le Symphonie;68 Avenue de New York 75016 Paris;Prix moyen 60 €;7,9
Chez Hamadi;12 Rue Boutebrie 75005 Paris;Prix moyen 18 €;7,9
Bacchus Bus;Rue Jean Rey 75015 Paris;Prix moyen 50 €;
Ensuite;27 Rue des Petits Champs 75001 Paris;Prix moyen 21 €;
Spaccanapoli;46 bis, rue de Clichy 75009 Paris;Prix moyen 30 €;
Au Forum;23-25, rue de Chabrol 75010 Paris;Prix moyen 18 €;
Mucha Café;227, bvd Saint-Germain 75007 Paris;Prix moyen 28 €;7,9
Côté Sushi;378 Rue de Vaugirard 75015 Paris;Prix moyen 18 €;7,9
Brasil Tropical;36, rue du Départ 75015 Paris;Prix moyen 100 €;
Café Pierre;202, rue du faubourg Saint-Antoine 75012 Paris;Prix moyen 22 €;
Kiccho;11, rue de la Verrerie 75004 Paris;Prix moyen 13 €;8,5
Al Mina;19 Rue le Marois 75016 Paris;Prix moyen 25 €;
Bords De Seine;1, place du Châtelet 75001 Paris;Prix moyen 28 €;7,9
Hiramatsu - Hiroyuki Hiramatsu;52, rue Longchamp 75016 Paris;Prix moyen 48 €;
Moncoeur Belleville;1 Rue des Envierges 75020 Paris;Prix moyen 25 €;6,9
Monjul;28 Rue des Blancs Manteaux 75004 Paris;Prix moyen 30 €;9
Brasserie Laura;44 Rue Paul Barruel 75015 Paris;Prix moyen 15 €;6,3
Café du Trocadéro;8 Place du Trocadéro 75116 Paris;Prix moyen 20 €;8,2
La Pointe des Almadies;14 Rue de Chabrol 75010 Paris;Prix moyen 20 €;8,2
Soon;20, rue Jean Mermoz 75008 Paris;Prix moyen 30 €;8,9
Bourgogne Sud;14, rue de Clichy 75009 Paris;Prix moyen 32 €;8,6
Simone et les Garçons;197, avenue Daumesnil 75012 Paris;Prix moyen 25 €;8,8
Le Bistrot d'André;232 Rue Saint-Charles 75015 Paris;Prix moyen 30 €;8,2
Café le Zimmer;1 Place du Châtelet 75001 Paris;Prix moyen 27 €;8,2
Les Deux Stations;131 Boulevard Exelmans 75016 Paris;Prix moyen 30 €;8,2
Biocoz;28 Rue Poissonnière 75002 Paris;Prix moyen 15 €;8,8
Chez Françoise;Esplanade des Invalides, Aérogare Air France 75007 Paris;Prix moyen 45 €;8,6
Chez Nathalie;45 rue Vandrezanne 75013 Paris;Prix moyen 34 €;8,2
Le Drugstore;133 Av. des Champs-Élysées 75008 Paris;Prix moyen 45 €;8,2
Le 12-15;39, rue de Caumartin 75009 Paris;Prix moyen 20 €;8,2
Le Petit Acacia;58 Rue des Acacias 75017 Paris;Prix moyen 29 €;7,8
Eighteen Burger;15 Rue Damrémont 75018 Paris;Prix moyen 15 €;7,8
Hard Rock Cafe;14, boulevard Montmartre 75009 Paris;Prix moyen 25 €;8,6
Rania - Voltaire;1 Place Léon Blum 75011 Paris;Prix moyen 20 €;7,8
Xinh Xinh;6 Rue des Wallons 75013 Paris;Prix moyen 18 €;7,8
Côté Asie;74 Avenue de Breteuil 75007 Paris;Prix moyen 20 €;7,8
Casa Paco;13 rue de Bassano 75016 Paris;Prix moyen 35 €;7,9
La Riviera;171 Avenue de Clichy 75017 Paris;Prix moyen 20 €;7,8
L'Étincelle;33 Rue de Clichy 75009 Paris;Prix moyen 25 €;7,8
Tribeca;36 Rue Cler 75007 Paris;Prix moyen 20 €;7,8
Le Quartier Latin;1 rue Mouffetard 75005 Paris;Prix moyen 22 €;7,7
Pepone Pizzeria;3 Rue Grégoire de Tours 75006 Paris;Prix moyen 22 €;7,8
Osteria Dal Gobo;26, rue Bergère 75009 Paris;Prix moyen 34 €;7,7
R'Yves - Hôtel Marriott Rive Gauche;17, bd Saint-Jacques 75014 Paris;Prix moyen 25 €;7,8
Al Fawar;57 boulevard Lefebvre 75015 Paris;Prix moyen 23 €;8,2
l'Étable Saint-Germain;15 Rue Clément 75006 Paris;Prix moyen 50 €;7,8
Café du Châtelet;8 Rue St Denis 75001 Paris;Prix moyen 18 €;7,8
Reflets du Liban;25, rue de Brantôme 75003 Paris;Prix moyen 26 €;7,8
The American Dream;21 Rue Daunou 75002 Paris;Prix moyen 20 €;7,8
Paradis de Sushi;77 Quai de la Seine, Paris, France 75019 Paris;Prix moyen 15 €;7,8
Le Cartel;223 Rue Saint-Martin 75003 Paris;Prix moyen 22 €;8,6
Tea Follies;6, place Gustave Toudouze 75009 Paris;Prix moyen 26 €;8,2
Frame Brasserie;28, rue Jean Rey 75015 Paris;Prix moyen 40 €;8,7
Royal Tandoori;12 Rue du Dr Goujon 75012 Paris;Prix moyen 15 €;7,8
Bistrot Alexandre III;Pont Alexandre III 75007 Paris;Prix moyen 40 €;7,8
Sous le Cèdre;15, rue Babylone 75007 Paris;Prix moyen 20 €;7,8
Les Perchés du Chai;6 Rue Lamarck 75018 Paris;Prix moyen 45 €;7,8
Kenavo Bar;7 Rue de l'Isly 75008 Paris;Prix moyen 15 €;7,8
O´Jules;2 Rue Bobillot 75013 Paris;Prix moyen 25 €;7,8
K'si;28 Rue Condorcet 75009 Paris;Prix moyen 20 €;7,8
Jardin Sauvage;10 Quai d'Austerlitz 75013 Paris;Prix moyen 25 €;7,8
El Fares;166 Boulevard de Grenelle 75015 Paris;Prix moyen 27 €;8,7
La Brocante;10 Rue Rossini 75009 Paris;Prix moyen 17 €;8,6
La Touraine;39, rue Croulebarbe 75013 Paris;Prix moyen 25 €;8,2
L'aile Ou la Cuisse;33 Rue Greuze 75116 Paris;Prix moyen 40 €;7,8
O'Pariz;40 Rue de Turenne 75003 Paris;Prix moyen 12 €;8,3
Le Duplex;2 bis, avenue Foch 75016 Paris;Prix moyen 49 €;
L'Alchimie;34, rue Letellier 75015 Paris;Prix moyen 38 €;8,7
Café de l'Homme;17 Place du Trocadéro et du 11 Novembre 75116 Paris;Prix moyen 68 €;8,4
Le Triadou Haussmann;80 Boulevard Haussmann 75008 Paris;Prix moyen 25 €;8,1
Le Bar du Normandy - Hôtel Normandy;7, rue de l'Echelle 75001 Paris;Prix moyen 16 €;8,3
Le Veromed;53 Rue des Orteaux 75020 Paris;Prix moyen 30 €;8,5
Ogimi;38 Rue Balard 75015 Paris;Prix moyen 15 €;7,5
Dacouar;6 Rue Suger 75006 Paris;Prix moyen 15 €;8,1
L'Empire;71, boulevard Exelmans 75016 Paris;Prix moyen 26 €;8
Chez Julien;1 Rue du Pont Louis-Philippe 75004 Paris;Prix moyen 47 €;8
Bistrot 136;136 Avenue Daumesnil 75012 Paris;Prix moyen 20 €;8,1
L'Étage;77 Rue du Faubourg du Temple 75010 Paris;Prix moyen 30 €;8,1
Chez Bibi;9 Rue Saint-Lazare 75009 Paris;Prix moyen 18 €;8,2
Roca;31 Rue Guillaume Tell 75017 Paris;Prix moyen 40 €;8,1
Chez Papa Bastille;40 Boulevard de la Bastille 75012 Paris;Prix moyen 20 €;8,1
La Main au Panier;3, rue de Poissy 75005 Paris;Prix moyen 63 €;8,1
Fun Sushi;118, rue Monge 75005 Paris;Prix moyen 20 €;7,6
Safran;13, rue de la Harpe 75005 Paris;Prix moyen 26 €;8,2
Café Francoeur;129 Rue Caulaincourt 75018 Paris;Prix moyen 30 €;8,1
Le Petit Vendome;8 Rue des Capucines 75002 Paris;Prix moyen 30 €;8,1
L'Arc Café;27 Avenue Carnot 75017 Paris;Prix moyen 25 €;7,6
Chez Justine;96, rue Oberkampf 75011 Paris;Prix moyen 24 €;8,1
Bistrot 77;77 Rue Claude Bernard 75005 Paris;Prix moyen 18 €;7,7
Relais Odéon;132, boulevard Saint Germain 75006 Paris;Prix moyen 22 €;8,1
Au Port du Salut;163 Rue Saint-Jacques 75005 Paris;Prix moyen 35 €;8,4
Le Recrutement Café;36 Boulevard de la Tour-Maubourg 75007 Paris;Prix moyen 25 €;7,7
Ganesh;5, rue Poirier de Norçay 75014 Paris;Prix moyen 21 €;7,9
Le Beaumarchais;19-21 Boulevard Beaumarchais 75004 Paris;Prix moyen 35 €;8,2
Yummy Asian Food;8, rue du 8 Mai 1945 75010 Paris;Prix moyen 14 €;7,7
Ethiopia;89 Rue du Chemin Vert 75011 Paris;Prix moyen 25 €;8,7
Feria Café;4 Rue du Bourg Tibourg 75004 Paris;Prix moyen 20 €;7,7
Pizza d'Este;220, rue la Fayette 75010 Paris;Prix moyen 20 €;7,5
Le Parme;"78 Rue d&#39;Amsterdam 75009 Paris";Prix moyen 21 €;7,7
La Phyliale;12 Rue Bayen 75017 Paris;Prix moyen 20 €;7,7
Sens'o;81, rue Saint-Louis en l'île 75004 Paris;Prix moyen 23 €;8,1
The Blind Pig Pub;80 Rue du Faubourg Poissonnière 75010 Paris;Prix moyen 30 €;7,7
Galette Café;2, rue de l'Université 75007 Paris;Prix moyen 18 €;7,6
Chez Mémé;30 Rue Albert 75013 Paris;Prix moyen 13 €;7,7
Crêperie des Artistes;23, rue Caumartin 75009 Paris;Prix moyen 21 €;6,9
À la Vierge de la Réunion;58, rue de la Réunion 75020 Paris;Prix moyen 25 €;7,3
Chez l´Ami Jean;27 Rue Malar 75007 Paris;Prix moyen 80 €;
Auteuil Brasserie;78 Rue d'Auteuil 75016 Paris;Prix moyen 35 €;8,3
Koetsu;42, rue Sainte Anne 75002 Paris;Prix moyen 28 €;8,4
Beef Club;58 rue Jean Jacques Rousseau 75001 Paris;Prix moyen 70 €;
Brasserie Urbaine MOLITOR;10, Avenue de la Porte Molitor 75016 Paris;Prix moyen 50 €;8,8
Barrio Latino-VIP;46, Rue du Fbg St Antoine 75012 Paris;Prix moyen 43 €;
Les Cocottes Tour Eiffel - Christian Constant;135 Rue Saint-Dominique 75007 Paris;Prix moyen 38 €;8,7
Le Parisien;337 Rue Saint-Martin 75003 Paris;Prix moyen 25 €;8,7
Casa Luca Niel;12 Avenue Niel 75017 Paris;Prix moyen 30 €;7,9
La Cave Crus Paris;3 Rue du Plat d'Étain 75001 Paris;Prix moyen 30 €;8,7
O Sullivans Franklin D Roosevelt;63, avenue Franklin Roosevelt 75008 Paris;Prix moyen 25 €;8
Boulangerie Joséphine;69, avenue Marceau 75116 Paris;Prix moyen 30 €;8,4
Royal Siam;62, rue de l'Assomption 75016 Paris;Prix moyen 26 €;8,4
Olsen;6 Rue du Commandant Rivière 75008 Paris;Prix moyen 25 €;8,7
Autour du Yangtse;12, rue du Helder 75009 Paris;Prix moyen 18 €;8,4
Volver Pizzería Argentine;45 Rue de la Roquette 75011 Paris;Prix moyen 18 €;8
La Crêpitante;63, rue Jean-Pierre Timbaud 75011 Paris;Prix moyen 19 €;8,5
Café Le Capitole;105 Boulevard de Sébastopol 75002 Paris;Prix moyen 20 €;7,6
Chez He;4, cité de l'Ameublement 75011 Paris;Prix moyen 35 €;8,5
Le Coude à Coude;46, rue Saint-Honoré 75001 Paris;Prix moyen 19 €;8,5
Les Artisans;14 Avenue Daumesnil 75012 Paris;Prix moyen 35 €;8,3
Exquis d'Asie;159 Avenue de Flandre, Paris, France 75019 Paris;Prix moyen 15 €;7,6
Viet Thai;201 Avenue de Choisy 75013 Paris;Prix moyen 20 €;7,6
Oudino;17, rue Oudinot 75007 Paris;Prix moyen 35 €;8,5
Café Gambetta;8 Place Gambetta 75020 Paris;Prix moyen 22 €;7,6
La Factory Burger;20 Rue des Halles 75001 Paris;Prix moyen 17 €;8,3
Fuxia Canal Saint Martin;15 Rue Jean Poulmarch 75010 Paris;Prix moyen 25 €;7,6
Bistrot le H;60, rue des moines 75017 Paris;Prix moyen 15 €;7,6
Crêperie Saint-Malo;16, rue de la Roquette 75011 Paris;Prix moyen 15 €;8,5
Frappé Par Bloom;2 Rue Guénégaud 75006 Paris;Prix moyen 20 €;7,3
Nagatomi;6 Rue du Faubourg Poissonnière 75010 Paris;Prix moyen 15 €;6,8
Le Christine;1, rue Christine 75006 Paris;Prix moyen 60 €;9,2
My Baar;152 Boulevard du Montparnasse 75014 Paris;Prix moyen 20 €;6,5
Coquette - Hôtel W Paris-Opéra;4, rue Meyerbeer 75009 Paris;Prix moyen 50 €;7,2
Le Square;31, rue Saint Dominique 75007 Paris;Prix moyen 20 €;7,8
Sogoosto;129, boulevard Diderot 75012 Paris;Prix moyen 30 €;8,8
Bon Mangé Créole;24, rue Biot 75017 Paris;Prix moyen 21 €;7,9
Aux Verres de Contact;52, Boulevard Saint-Germain 75005 Paris;Prix moyen 36 €;7,9
L'Âne qui Rit;3 Rue Laugier 75017 Paris;Prix moyen 59 €;
La Pirada;7, rue de Lappe 75011 Paris;Prix moyen 27 €;8,2
Le Bistro de Longchamp;40 Rue de Longchamp 75116 Paris;Prix moyen 20 €;7,9
La Baleine;47, rue Cuvier 75005 Paris;Prix moyen 26 €;7,9
Restaurant Wengé - Hôtel Concorde Montparnasse;40, rue du Commandant Mouchotte 75014 Paris;Prix moyen 38 €;7,5
Le Barbier de Bastille;40 Boulevard Beaumarchais 75011 Paris;Prix moyen 25 €;8,2
La Terrasse du Théâtre;38 Boulevard de Bonne Nouvelle 75010 Paris;Prix moyen 25 €;
Mm Café;17, avenue Mahon 75017 Paris;Prix moyen 20 €;7,5
Bistro 1;"4 Rue de l&#39;École de Médecine 75006 Paris";Prix moyen 21 €;7,5
Borderline Restaurant (by MKP);4 Rue Daunou 75002 Paris;Prix moyen 17 €;7,5
Nénesse;23 Rue de la Butte aux Cailles 75013 Paris;Prix moyen 25 €;7,5
Solyles;74, rue Damremont 75018 Paris;Prix moyen 10 €;
Le Frank - Jean-Louis Nomicos;8, avenue Mahatma Gandhi 75116 Paris;Prix moyen 46 €;8,4
Planet Thaï;28, rue Truffaut 75017 Paris;Prix moyen 20 €;7,5
La'venue du Liban;90 Avenue de Clichy 75017 Paris;Prix moyen 15 €;6,9
Tarmac;33, rue de Lyon 75012 Paris;Prix moyen 22 €;7,4
Le Notable;43 Boulevard de la Villette 75010 Paris;Prix moyen 20 €;7,4
Les Délices du Kashmir;19, rue du Départ 75014 Paris;Prix moyen 19 €;7,4
Le Petit Pont;1, rue du Petit Pont 75005 Paris;Prix moyen 26 €;7,4
La Goulette Zmen;16 Boulevard Garibaldi 75015 Paris;Prix moyen 20 €;7,3
Triplettes;102 Boulevard de Belleville 75020 Paris;Prix moyen 20 €;7,3
Fukushiyama;72 Rue la Fayette 75009 Paris;Prix moyen 15 €;7,3
Dogstar;122, rue de La Boétie 75008 Paris;Prix moyen 21 €;7,3
Marguerite Bistrot;1 Place de l'Hôtel de Ville 75004 Paris;Prix moyen 40 €;7,3
La Solita Taverna;10 Rue du Fouarre 75005 Paris;Prix moyen 20 €;7,3
Panasia - Beaugrenelle;Centre Commercial Beaugrenelle, 7 rue Linois 75015 Paris;Prix moyen 20 €;8,2
Café Barge;5 Port de la Rapée 75012 Paris;;8,1
Le Paradis;76, rue Saint-Martin 75004 Paris;Prix moyen 19 €;7,2
l'Estampe;74 Rue Botzaris 75019 Paris;Prix moyen 20 €;7,2
Le Général;17 Avenue de Wagram 75017 Paris;Prix moyen 32 €;7,2
Le Victoria;64 Rue Pierre Charron 75008 Paris;Prix moyen 20 €;7,2
Sushi Takasaki;46 Boulevard de Clichy 75018 Paris;Prix moyen 18 €;7,2
Coffee Anjapper;22 Rue Cail 75010 Paris;Prix moyen 20 €;7,2
Topho;2 Rue de Budapest 75009 Paris;Prix moyen 20 €;7,2
Les Magnolias;Route de la Pyramide 75012 Paris;Prix moyen 25 €;7,2
Loyo;18 Rue Bachelet 75018 Paris;Prix moyen 30 €;8,6
Cafe six;19 Rue des Canettes 75006 Paris;Prix moyen 20 €;7,8
Le Grand Marché Stalingrad;8 Place de la Bataille de Stalingrad 75019 Paris;Prix moyen 24 €;7,8
L'Atelier Versailles;55, boulevard Victor 75015 Paris;Prix moyen 20 €;7,7
Chez Davido;6 Rue Poinsot 75014 Paris;Prix moyen 20 €;7,9
Da Monnali;53 Rue du Faubourg Poissonnière 75009 Paris;Prix moyen 24 €;7,8
La Quincaillerie;76 Rue du Faubourg Saint-Denis 75010 Paris;Prix moyen 25 €;7,8
L'Atelier 197;197, rue de Grenelle 75007 Paris;Prix moyen 27 €;8,4
Ai Hsu Table;16 Rue Saint-Sébastien 75011 Paris;Prix moyen 25 €;7,8
Le Maroc;9, rue Danielle Casanova 75001 Paris;Prix moyen 25 €;8,7
Noura Pavillon;21 Avenue Marceau 75116 Paris;Prix moyen 23 €;8,3
Côté Sushi La Boétie;12 Rue La Boétie 75008 Paris;Prix moyen 18 €;7,1
Le Mondial;"78 Rue du Château d&#39;Eau 75010 Paris";Prix moyen 25 €;7,1
Grand Central;5 Rue Curial 75019 Paris;Prix moyen 30 €;7,1
Chez Papa 15;101, rue de la Croix Nivert 75015 Paris;Prix moyen 29 €;7,1
Trionfo;11, rue de l'Étoile 75017 Paris;Prix moyen 26 €;7,1
Raphael Restaurant Lounge Le 17;17, avenue Kléber 75116 Paris;Prix moyen 50 €;5,8
Rouge Limé;167, boulevard Voltaire 75011 Paris;Prix moyen 27 €;
Belle Maison;4 Rue de Navarin 75009 Paris;Prix moyen 45 €;
Royal Charonne;101, rue du Charonne 75011 Paris;Prix moyen 18 €;
Il Capriccio;116 Boulevard de Charonne 75020 Paris;Prix moyen 24 €;
Le Petit Segur;25 Avenue de Ségur 75007 Paris;Prix moyen 23 €;
La Cantine Chinoise;16 Rue de Belleville 75020 Paris;Prix moyen 15 €;
La Condesa;17 Rue Rodier 75009 Paris;Prix moyen 50 €;
Le Bistroquet;130 Rue Saint-Maur 75011 Paris;Prix moyen 28 €;
Baan Thais;101 Rue de Montreuil 75011 Paris;Prix moyen 25 €;
L'attrape-Coeurs;3 Rue Ramey 75018 Paris;Prix moyen 15 €;
Palomino;9 Rue Godefroy Cavaignac 75011 Paris;Prix moyen 18 €;
Cho Cantine;31 Rue de Paradis 75010 Paris;Prix moyen 16 €;
La Basilicata Gaité;36 Avenue Jean Moulin 75014 Paris;Prix moyen 25 €;
Bambou;23 Rue des Jeuneurs 75002 Paris;Prix moyen 32 €;
L'Evidence;1, Boulevard Magenta 75010 Paris;Prix moyen 20 €;
Hatch;3 Rue Pierre Fontaine 75009 Paris;Prix moyen 20 €;
Distrito Francés;10 Rue du Faubourg Saint-Martin 75010 Paris;Prix moyen 25 €;
Nam Chok Thai Food;129 Rue Amelot 75011 Paris;Prix moyen 18 €;
